,item_id,user_id,rating
15932,76093,3426,4.0
15933,77561,3426,3.5
15934,79132,3426,3.5
15935,79139,3426,3.0
15936,79293,3426,3.0
15937,80463,3426,3.0
15938,80615,3426,3.5
15939,81229,3426,3.0
15940,81562,3426,3.0
15941,81834,3426,4.0
15942,81932,3426,3.5
15943,83613,3426,2.5
15944,84152,3426,3.5
15945,85056,3426,2.0
15946,85131,3426,3.0
15947,86332,3426,3.0
15948,86644,3426,2.5
15949,86880,3426,3.0
15950,88125,3426,4.0
15951,88744,3426,3.5
15952,89492,3426,3.5
15953,90405,3426,4.0
15954,90524,3426,2.5
15955,90746,3426,3.0
15956,91485,3426,3.0
15957,91630,3426,3.0
15958,92259,3426,3.5
15959,93766,3426,3.5
15960,93840,3426,3.0
15961,94864,3426,3.0
15962,95167,3426,3.5
15963,95441,3426,3.5
15964,96079,3426,4.0
15965,96610,3426,3.5
15966,97304,3426,3.5
15967,97752,3426,2.5
15968,97938,3426,4.0
15969,98243,3426,3.0
15970,98809,3426,3.5
15971,99910,3426,2.0
15972,100163,3426,3.0
15973,100498,3426,2.0
15974,102125,3426,3.5
15975,102716,3426,3.0
15976,103249,3426,3.5
15977,103339,3426,3.0
15978,103372,3426,2.5
15979,105844,3426,4.0
15980,106487,3426,3.0
15981,106489,3426,3.5
15982,106782,3426,3.5
15983,106916,3426,3.5
15984,109374,3426,4.0
15985,109487,3426,3.5
15986,109673,3426,2.0
15987,111364,3426,3.0
15988,111759,3426,3.5
15989,111781,3426,3.0
15990,112183,3426,4.0
15991,112556,3426,4.0
15992,113348,3426,3.0
15993,114180,3426,3.5
15994,114795,3426,3.5
15995,115210,3426,3.5
15996,115617,3426,3.5
15997,115713,3426,3.5
15998,116797,3426,4.0
15999,117444,3426,3.5
16000,120635,3426,3.0
16001,130490,3426,3.0
16002,133195,3426,3.5
16003,134853,3426,3.5
37974,59315,15440,5.0
37975,60684,15440,5.0
37976,68157,15440,4.0
37977,81229,15440,5.0
37978,81834,15440,4.0
37979,84152,15440,5.0
37980,88125,15440,4.0
37981,91529,15440,5.0
37982,96610,15440,3.5
37983,101864,15440,3.5
37984,102903,15440,5.0
37985,115210,15440,5.0
37986,122900,15440,4.0
37987,122904,15440,5.0
37988,122920,15440,5.0
37989,134130,15440,5.0
37990,164175,15440,0.5
37991,164917,15440,0.5
42339,2542,16095,4.0
42340,2997,16095,4.5
42341,3408,16095,3.5
42342,3949,16095,5.0
42343,4226,16095,5.0
42344,4878,16095,4.5
42345,4973,16095,4.5
42346,6016,16095,5.0
42347,6711,16095,5.0
42348,6874,16095,4.5
42349,7361,16095,5.0
42350,8950,16095,4.0
42351,27773,16095,4.5
42352,30707,16095,3.5
42353,35836,16095,3.0
42354,48516,16095,5.0
42355,48738,16095,4.0
42356,48774,16095,4.5
42357,49530,16095,4.5
42358,51255,16095,3.0
42359,55820,16095,4.5
42360,61240,16095,4.5
42361,63082,16095,3.5
42362,68157,16095,4.5
42363,68237,16095,4.5
42364,68954,16095,4.5
42365,79132,16095,4.5
42366,92259,16095,3.5
42367,99114,16095,4.0
42368,106782,16095,4.0
42369,109487,16095,5.0
42370,112556,16095,3.5
42371,115713,16095,4.0
42372,139385,16095,4.5
42373,164179,16095,5.0
42374,166528,16095,4.0
42288,1552,22720,4.5
42289,1562,22720,4.0
42290,1566,22720,4.5
42291,1580,22720,4.0
42292,1608,22720,4.0
42293,1682,22720,4.0
42294,2078,22720,5.0
42295,2085,22720,4.5
42296,2273,22720,4.0
42297,2324,22720,3.5
42298,2353,22720,4.5
42299,2369,22720,3.0
42300,2407,22720,3.0
42301,3999,22720,3.0
42302,4014,22720,4.0
42303,4246,22720,4.0
42304,4370,22720,3.0
42305,4639,22720,4.5
42306,4886,22720,5.0
42307,5151,22720,4.0
42308,5810,22720,4.5
42309,5991,22720,4.0
42310,6155,22720,4.0
42311,6323,22720,4.5
42312,6373,22720,4.5
42313,6377,22720,5.0
42314,6564,22720,3.0
41210,5878,27742,4.0
41211,5890,27742,4.5
41212,5902,27742,4.0
41213,5971,27742,5.0
41214,5991,27742,4.5
41215,5995,27742,4.5
41216,6016,27742,4.5
41217,6093,27742,3.5
41218,6163,27742,4.0
41219,6218,27742,4.5
41220,6296,27742,3.0
41221,6331,27742,4.5
41222,6350,27742,4.0
41223,6377,27742,4.5
41224,6385,27742,5.0
41225,6442,27742,4.0
41226,6539,27742,4.0
41227,6639,27742,3.5
41228,6663,27742,4.0
41229,6711,27742,4.5
41230,6753,27742,3.5
41231,6773,27742,5.0
41232,6874,27742,4.5
41233,6963,27742,4.5
41234,7088,27742,4.5
41235,7090,27742,3.5
41236,7091,27742,4.5
41237,7099,27742,4.5
41238,7147,27742,4.5
41239,7156,27742,3.0
41240,7301,27742,4.0
41241,7361,27742,5.0
41242,7493,27742,3.5
41243,7706,27742,4.5
41244,7767,27742,4.0
41245,7836,27742,4.0
41246,7919,27742,3.0
41247,7925,27742,2.0
41248,8033,27742,4.0
41249,8207,27742,3.5
41250,8464,27742,4.5
41251,8516,27742,4.5
41252,8529,27742,4.5
41253,8542,27742,4.0
41254,8684,27742,3.0
41255,8838,27742,4.0
41256,8961,27742,4.0
41257,8970,27742,4.0
41258,25827,27742,4.0
41259,26003,27742,4.5
41260,26131,27742,3.5
41261,26662,27742,4.0
41262,27563,27742,4.5
41263,27721,27742,5.0
41264,30749,27742,4.5
41265,30793,27742,4.5
41266,31435,27742,4.0
41267,31658,27742,4.5
41268,33004,27742,4.0
41269,34405,27742,4.0
41270,34528,27742,4.5
41271,35836,27742,4.5
41272,36535,27742,4.0
41273,37240,27742,4.5
41274,37729,27742,4.0
41275,37741,27742,3.5
41276,39183,27742,4.5
41277,39292,27742,4.5
41278,40337,27742,3.5
41279,40629,27742,4.5
41280,40826,27742,3.0
41281,41285,27742,3.0
41282,41573,27742,3.5
41283,42015,27742,3.5
41284,42197,27742,4.5
41285,42418,27742,4.5
41286,44191,27742,4.5
41287,44633,27742,2.0
41288,45210,27742,3.5
41289,45950,27742,4.5
41290,46803,27742,4.0
41291,47629,27742,4.0
41292,48774,27742,4.5
41293,48997,27742,0.5
41294,49422,27742,4.0
41295,49772,27742,4.0
41296,50160,27742,3.0
41297,50872,27742,4.5
41298,51255,27742,4.5
41299,52042,27742,4.0
41300,52967,27742,4.5
41301,53125,27742,4.0
41302,53322,27742,4.5
41303,53894,27742,4.5
41304,54190,27742,4.0
41305,54259,27742,4.0
41306,54372,27742,4.0
41307,55167,27742,4.0
41308,55276,27742,3.5
41309,55442,27742,5.0
41310,55555,27742,3.5
41311,55814,27742,4.5
41312,55901,27742,3.5
41313,56757,27742,4.0
41314,58191,27742,3.0
41315,58303,27742,4.0
41316,58347,27742,3.5
41317,58559,27742,3.0
41318,58998,27742,4.5
41319,59018,27742,3.0
41320,59141,27742,4.0
41321,59387,27742,4.0
41322,59615,27742,2.0
41323,60069,27742,5.0
41324,60397,27742,4.0
41325,61236,27742,3.0
41326,61323,27742,3.5
41327,61729,27742,4.0
41328,62155,27742,3.5
41329,62293,27742,4.0
41330,62553,27742,4.0
41331,63062,27742,4.0
41332,63082,27742,3.5
41333,63859,27742,4.0
41334,64034,27742,4.0
41335,64285,27742,4.5
41336,64993,27742,3.0
41337,65188,27742,4.0
41338,65261,27742,4.0
41339,66097,27742,4.5
41340,66665,27742,4.5
41341,67255,27742,4.0
41342,67267,27742,4.0
41343,67734,27742,3.5
41344,67997,27742,4.5
41345,68157,27742,4.0
41346,68159,27742,4.5
41347,68237,27742,4.5
41348,68347,27742,3.5
41349,68848,27742,4.0
41350,68954,27742,4.5
41351,69122,27742,3.0
41352,69757,27742,4.5
41353,70286,27742,3.5
41354,70293,27742,4.5
41355,70533,27742,3.0
41356,70567,27742,3.5
41357,71033,27742,4.0
41358,71156,27742,4.0
41359,71211,27742,3.5
41360,71282,27742,4.5
41361,71450,27742,4.0
41362,71464,27742,4.0
41363,71745,27742,3.0
41364,72720,27742,4.0
41365,72737,27742,4.5
41366,72998,27742,3.0
41367,73266,27742,3.0
41368,73323,27742,4.0
41369,73881,27742,4.5
41370,74545,27742,4.5
41371,74553,27742,4.0
41372,76093,27742,3.5
41373,76293,27742,3.5
41374,77455,27742,4.5
41375,77800,27742,3.5
41376,78574,27742,4.0
41377,79132,27742,4.0
41378,80463,27742,3.5
41379,80489,27742,4.0
41380,80615,27742,3.5
41381,80831,27742,3.5
41382,80906,27742,4.0
41383,80969,27742,4.0
41384,81229,27742,4.0
41385,81562,27742,4.0
41386,81847,27742,3.5
41387,82459,27742,4.0
41388,83369,27742,4.0
41389,83976,27742,2.0
41390,84944,27742,4.0
41391,84954,27742,4.0
41392,86298,27742,4.0
41393,86882,27742,4.5
41394,87234,27742,3.5
41395,88235,27742,4.5
41396,89759,27742,4.0
41397,90647,27742,4.0
41398,90746,27742,4.0
41399,91077,27742,3.0
41400,91094,27742,3.5
41401,91529,27742,4.0
41402,92259,27742,4.0
41403,94959,27742,5.0
41404,96655,27742,3.0
41405,96667,27742,5.0
41406,99114,27742,4.0
41407,104374,27742,4.0
41408,106100,27742,4.0
41409,109374,27742,4.0
41410,109487,27742,4.0
41411,110461,27742,4.0
41412,111529,27742,4.0
41413,114028,27742,4.0
41414,115617,27742,4.0
41415,134853,27742,4.0
41416,138702,27742,5.0
41417,142488,27742,4.0
41418,152081,27742,3.0
41419,156387,27742,4.0
41420,164917,27742,4.5
41421,202429,27742,3.5
41422,207313,27742,4.0
8558,2826,31703,3.5
8559,2918,31703,4.0
8560,2953,31703,3.0
8561,3052,31703,4.0
8562,3408,31703,3.5
8563,3418,31703,3.0
8564,3527,31703,2.0
8565,3578,31703,4.0
8566,3793,31703,4.5
8567,3948,31703,4.0
8568,3949,31703,4.0
8569,4014,31703,2.5
8570,4022,31703,3.5
8571,4226,31703,4.5
8572,4246,31703,2.0
8573,4370,31703,3.5
8574,4823,31703,3.0
8575,4878,31703,3.5
8576,4886,31703,4.0
8577,4963,31703,4.0
8578,4973,31703,4.0
8579,4995,31703,4.5
8580,5010,31703,4.0
8581,5299,31703,3.5
8582,5418,31703,4.0
8583,5669,31703,4.0
8584,5989,31703,4.0
8585,6016,31703,4.5
8586,6323,31703,3.5
8587,6333,31703,4.5
8588,6373,31703,3.5
8589,6377,31703,4.5
8590,6378,31703,4.0
8591,6539,31703,4.0
8592,6711,31703,2.5
8593,6863,31703,2.5
8594,6870,31703,4.0
8595,6874,31703,5.0
8596,6879,31703,4.0
8597,6934,31703,3.5
8598,7143,31703,3.5
8599,7153,31703,5.0
8600,7361,31703,5.0
8601,8464,31703,4.0
8602,8665,31703,4.0
8603,8950,31703,4.5
8604,8961,31703,3.0
8605,27831,31703,4.0
8606,30707,31703,3.5
8607,30749,31703,4.5
8608,33004,31703,4.5
8609,33493,31703,4.5
8610,33679,31703,3.0
8611,34048,31703,3.0
8612,35836,31703,4.0
8613,37733,31703,5.0
8614,41285,31703,4.0
8615,44191,31703,4.0
8616,44665,31703,4.5
8617,48516,31703,4.0
8618,48780,31703,4.0
8619,49272,31703,4.5
8620,49530,31703,4.0
8621,51255,31703,4.0
8622,53519,31703,4.5
8623,54286,31703,4.5
8624,55267,31703,3.0
8625,55820,31703,4.0
8626,57368,31703,4.0
8627,58559,31703,4.0
8628,58998,31703,4.0
8629,60126,31703,3.5
8630,60950,31703,4.0
8631,61323,31703,4.0
8632,62434,31703,4.0
8633,62849,31703,4.0
8634,63479,31703,3.0
8635,67087,31703,4.0
8636,68157,31703,4.5
8637,68954,31703,4.0
8638,69122,31703,4.0
8639,69784,31703,3.5
8640,70286,31703,3.5
8641,72998,31703,3.5
8642,73017,31703,4.0
8643,73266,31703,3.5
8644,73344,31703,4.0
8645,74156,31703,3.0
8646,74458,31703,4.5
8647,79132,31703,4.0
64896,55820,32907,4.5
64897,56174,32907,4.5
64898,57368,32907,4.5
64899,58301,32907,4.5
64900,58554,32907,4.0
64901,58559,32907,4.5
64902,60069,32907,4.5
64903,60074,32907,2.5
64904,60684,32907,4.0
64905,61323,32907,5.0
64906,63082,32907,5.0
64907,64034,32907,4.0
64908,64839,32907,4.5
64909,64969,32907,4.0
64910,68157,32907,4.0
64911,68237,32907,4.0
64912,68791,32907,3.5
64913,68954,32907,4.0
64914,69122,32907,4.5
64915,69784,32907,5.0
64916,70286,32907,4.5
64917,71304,32907,4.5
64918,72998,32907,4.0
64919,73017,32907,3.5
64920,73321,32907,3.5
64921,74458,32907,4.0
64922,77307,32907,3.0
64923,77455,32907,4.0
64924,78266,32907,3.5
64925,78349,32907,4.5
64926,79132,32907,4.5
64927,79695,32907,3.0
64928,80463,32907,4.0
64929,80489,32907,4.5
64930,80846,32907,4.5
64931,81562,32907,4.0
64932,81932,32907,4.0
64933,82461,32907,3.5
64934,83134,32907,4.5
64935,84152,32907,4.0
64936,84954,32907,4.5
64937,85342,32907,4.5
64938,88118,32907,4.5
64939,88235,32907,4.5
64940,89118,32907,4.0
64941,89898,32907,3.5
64942,90405,32907,4.5
64943,91529,32907,4.0
64944,91535,32907,4.0
64945,91630,32907,4.0
64946,91976,32907,3.5
64947,91978,32907,4.0
64948,92192,32907,3.5
64949,92259,32907,4.5
64950,93838,32907,4.0
64951,93840,32907,4.5
64952,94864,32907,4.0
64953,95026,32907,4.5
64954,95309,32907,3.0
64955,95441,32907,3.0
64956,96432,32907,4.0
64957,96488,32907,4.5
64958,96606,32907,5.0
64959,96610,32907,4.0
64960,96737,32907,4.0
64961,96829,32907,4.5
64962,97304,32907,4.0
64963,97923,32907,4.0
64964,97938,32907,3.5
64965,98122,32907,4.0
64966,98491,32907,4.5
64967,99114,32907,4.0
64968,100383,32907,3.5
64969,101525,32907,3.5
64970,101864,32907,4.0
64971,102880,32907,1.0
64972,102903,32907,2.0
64973,103235,32907,3.5
64974,103249,32907,4.0
64975,103306,32907,4.0
64976,103341,32907,4.0
64977,104841,32907,4.5
64978,106100,32907,4.5
64979,106782,32907,4.0
64980,106918,32907,4.5
64981,107412,32907,4.0
64982,108054,32907,4.5
64983,108727,32907,2.5
64984,108729,32907,4.5
64985,108981,32907,3.5
64986,109374,32907,4.0
64987,109487,32907,5.0
64988,109633,32907,4.5
64989,109673,32907,2.0
64990,110501,32907,4.0
64991,110730,32907,2.0
64992,111384,32907,4.5
64993,111759,32907,4.0
64994,111781,32907,4.0
64995,112183,32907,4.0
64996,112515,32907,4.5
64997,112556,32907,4.5
64998,112818,32907,3.5
64999,113252,32907,4.5
65000,113345,32907,1.5
65001,114494,32907,4.0
65002,114635,32907,4.0
65003,114662,32907,4.0
65004,115210,32907,4.0
65005,115713,32907,4.5
65006,116797,32907,3.5
65007,116897,32907,4.0
65008,118244,32907,3.5
65009,118900,32907,4.5
65010,120138,32907,3.0
65011,120478,32907,4.5
65012,120625,32907,4.5
65013,122900,32907,4.0
65014,122904,32907,4.0
65015,123589,32907,4.5
65016,130976,32907,2.5
65017,132046,32907,4.0
65018,132652,32907,4.5
65019,134093,32907,4.0
65020,134130,32907,4.0
65021,134680,32907,4.5
65022,134853,32907,4.0
65023,135518,32907,3.5
65024,135569,32907,4.5
65025,139385,32907,4.0
65026,139644,32907,4.5
65027,140946,32907,2.5
65028,141544,32907,3.5
65029,142488,32907,4.0
65030,142509,32907,4.0
65031,143657,32907,3.5
65032,145418,32907,3.5
65033,148838,32907,4.5
65034,155064,32907,4.0
65035,155078,32907,3.5
65036,158783,32907,4.0
65037,158966,32907,3.5
65038,164179,32907,4.0
65039,166635,32907,4.0
65040,167832,32907,4.0
65041,168612,32907,4.0
65042,169984,32907,2.5
65043,171763,32907,3.5
65044,172009,32907,4.5
65045,174055,32907,4.0
65046,175303,32907,4.5
65047,175569,32907,4.0
65048,176101,32907,4.0
65049,176371,32907,4.0
65050,177689,32907,4.0
65051,182715,32907,2.5
65052,183613,32907,1.5
65053,183837,32907,4.0
65054,187501,32907,4.0
65055,187593,32907,3.5
65056,188175,32907,3.5
65057,189203,32907,3.0
65058,189333,32907,3.5
65059,190401,32907,3.5
65060,194448,32907,2.0
65061,199333,32907,4.0
65062,202429,32907,3.5
65063,202439,32907,4.5
65064,203375,32907,4.0
65065,204698,32907,4.0
65066,205383,32907,2.5
65067,207313,32907,4.5
65068,210175,32907,2.5
65069,225984,32907,3.5
46553,60069,38653,4.0
46554,60684,38653,4.0
46555,68157,38653,4.5
46556,69122,38653,3.0
46557,70286,38653,4.0
46558,72998,38653,4.0
46559,73321,38653,4.0
46560,74458,38653,3.5
46561,76093,38653,1.0
46562,79132,38653,4.0
46563,84152,38653,4.0
46564,91529,38653,3.5
46565,94864,38653,4.0
46566,96079,38653,2.0
46567,98809,38653,3.0
46568,99114,38653,5.0
46569,104841,38653,5.0
46570,106100,38653,2.0
46571,106782,38653,4.0
46572,109374,38653,4.0
46573,109487,38653,5.0
46574,111759,38653,4.0
46575,115617,38653,3.0
46576,115713,38653,3.5
46577,122904,38653,5.0
46578,134130,38653,3.5
46579,139385,38653,4.0
4594,1385,43524,3.0
4595,2205,43524,3.0
4596,3089,43524,2.5
4597,7153,43524,4.0
4598,58559,43524,4.0
4599,67997,43524,4.0
4600,79132,43524,4.5
4601,79695,43524,2.0
4602,96606,43524,3.0
4603,96610,43524,4.0
4604,96737,43524,4.0
4605,99114,43524,4.0
15045,5349,44483,4.5
15046,5418,44483,4.5
15047,5479,44483,2.0
15048,5989,44483,3.0
15049,6294,44483,3.0
15050,6333,44483,3.5
15051,6377,44483,4.0
15052,6378,44483,3.5
15053,6539,44483,3.0
15054,6541,44483,2.0
15055,6753,44483,4.0
15056,6764,44483,3.5
15057,6808,44483,4.5
15058,7027,44483,4.5
15059,7090,44483,4.0
15060,7143,44483,4.5
15061,7153,44483,4.0
15062,7163,44483,3.0
15063,7324,44483,3.0
15064,7376,44483,3.0
15065,8361,44483,2.5
15066,8371,44483,2.5
15067,8493,44483,3.5
15068,8640,44483,2.5
15069,8665,44483,4.0
15070,8798,44483,3.5
15071,8912,44483,2.0
15072,8961,44483,4.0
15073,8972,44483,4.0
15074,31116,44483,4.0
15075,31221,44483,2.5
15076,33162,44483,3.0
15077,33493,44483,3.5
15078,34048,44483,2.5
15079,34150,44483,3.5
15080,37733,44483,3.5
15081,43917,44483,3.0
15082,45186,44483,3.0
15083,47099,44483,3.5
15084,48774,44483,2.5
15085,49272,44483,4.0
15086,49651,44483,3.5
15087,51080,44483,4.0
15088,51412,44483,2.5
15089,53125,44483,2.0
15090,53550,44483,3.5
15091,53972,44483,4.0
15092,54259,44483,2.5
15093,54286,44483,4.5
15094,54736,44483,3.0
15095,56775,44483,3.0
46170,3174,46043,3.5
46171,3175,46043,4.0
46172,3197,46043,2.5
46173,3208,46043,3.0
46174,3213,46043,4.0
46175,3247,46043,2.0
46176,3252,46043,2.5
46177,3253,46043,2.5
46178,3256,46043,2.5
46179,3265,46043,4.5
46180,3269,46043,2.5
46181,3301,46043,2.0
46182,3317,46043,2.5
46183,3328,46043,3.0
46184,3355,46043,2.0
46185,3387,46043,2.0
46186,3408,46043,3.0
46187,3418,46043,1.5
46188,3421,46043,5.0
46189,3439,46043,2.5
46190,3510,46043,2.5
46191,3535,46043,3.0
46192,3578,46043,3.0
46193,3581,46043,3.0
46194,3624,46043,3.0
46195,3638,46043,1.5
46196,3639,46043,3.0
46197,3654,46043,3.0
46198,3697,46043,3.0
46199,3704,46043,2.0
46200,3710,46043,2.5
46201,3740,46043,5.0
46202,3742,46043,3.0
46203,3745,46043,3.0
46204,3764,46043,2.0
46205,3785,46043,1.5
46206,3793,46043,2.5
46207,3802,46043,1.5
46208,3836,46043,4.0
46209,3861,46043,3.0
46210,3868,46043,3.0
46211,3879,46043,2.5
46212,3897,46043,3.0
46213,3948,46043,1.5
46214,3967,46043,2.5
46215,3972,46043,5.0
46216,3979,46043,1.0
46217,3994,46043,4.0
46218,3997,46043,2.0
46219,4005,46043,3.5
46220,4014,46043,4.0
46221,4015,46043,2.5
46222,4022,46043,3.0
46223,4025,46043,2.0
46224,4133,46043,3.0
46225,4159,46043,2.0
46226,4223,46043,1.5
46227,4226,46043,4.0
46228,4265,46043,2.0
46229,4270,46043,2.5
46230,4298,46043,4.0
46231,4299,46043,4.5
46232,4310,46043,1.5
46233,4329,46043,3.0
46234,4343,46043,3.0
46235,4344,46043,0.5
46236,4388,46043,1.5
46237,4446,46043,1.5
46238,4467,46043,2.0
46239,4506,46043,1.5
46240,4553,46043,3.0
46241,4558,46043,2.0
46242,4565,46043,2.0
46243,4571,46043,4.0
46244,4572,46043,2.0
46245,4638,46043,2.0
46246,4673,46043,5.0
46247,4682,46043,3.0
46248,4701,46043,2.0
46249,4719,46043,2.5
46250,4720,46043,3.0
46251,4728,46043,2.0
46252,4756,46043,1.0
46253,4776,46043,3.0
46254,4816,46043,2.0
46255,4844,46043,2.0
46256,4846,46043,3.5
46257,4855,46043,3.0
46258,4866,46043,2.0
46259,4881,46043,2.5
46260,4886,46043,3.0
46261,4896,46043,3.0
46262,4941,46043,5.0
46263,4963,46043,4.0
46264,4973,46043,4.0
46265,4975,46043,2.0
46266,5010,46043,3.0
46267,5040,46043,2.5
46268,5064,46043,2.5
46269,5072,46043,3.0
46270,5107,46043,1.5
46271,5110,46043,5.0
46272,5152,46043,2.0
46273,5212,46043,1.0
46274,5220,46043,2.0
46275,5254,46043,3.0
46276,5266,46043,3.0
46277,5313,46043,2.0
46278,5349,46043,3.5
46279,5418,46043,3.5
46280,5420,46043,1.0
46281,5464,46043,2.5
46282,5481,46043,1.5
46283,5508,46043,2.5
46284,5541,46043,3.0
46285,5553,46043,2.0
46286,5574,46043,3.0
46287,5628,46043,2.0
46288,5649,46043,3.5
46289,5669,46043,1.5
46290,5678,46043,2.0
46291,5796,46043,1.5
46292,5803,46043,2.0
46293,5816,46043,2.5
46294,5853,46043,2.5
46295,5900,46043,1.5
46296,5903,46043,3.0
46297,5971,46043,3.5
46298,5989,46043,3.0
46299,6104,46043,4.5
46300,6156,46043,2.0
46301,6197,46043,2.0
